Latitude,Longitude,County,State,sale_price_sqr_foot,year,housing_units,gross_rent
40.48,-73.94125628,Monmouth,NJ,448.3201042,2011,374507,1530
40.48,-73.93809045,Monmouth,NJ,388.6443368,2011,374507,1530
40.48,-73.93492462,Monmouth,NJ,337.9141346,2011,374507,1530
40.48,-73.93175879,Monmouth,NJ,437.1642995,2011,374507,1530
40.48,-73.92859296,Monmouth,NJ,483.4057725,2011,374507,1530
40.48,-73.92542714,Monmouth,NJ,284.5669664,2011,374507,1530
40.48,-73.92226131,Monmouth,NJ,302.1232528,2011,374507,1530
40.48,-73.91909548,Monmouth,NJ,384.236802,2011,374507,1530
40.48,-73.91592965,Monmouth,NJ,227.4189809,2011,374507,1530
40.48,-73.91276382,Monmouth,NJ,320.0743331,2011,374507,1530
40.48,-73.90959799,Monmouth,NJ,438.8605451,2011,374507,1530
40.48,-73.90643216,Monmouth,NJ,183.0993169,2012,376454,2324
40.48,-73.90326633,Monmouth,NJ,344.490914,2012,376454,2324
40.48,-73.9001005,Monmouth,NJ,165.7980624,2012,376454,2324
40.48,-73.89693467,Monmouth,NJ,368.2665608,2012,376454,2324
40.48,-73.89376884,Monmouth,NJ,338.6011635,2012,376454,2324
40.48,-73.89060302,Monmouth,NJ,279.0301399,2012,376454,2324
40.48226131,-74.28,Middlesex,NJ,334.4878725,2012,376454,2324
40.48226131,-74.27683417,Middlesex,NJ,356.7948136,2012,376454,2324
40.48226131,-74.27366834,Middlesex,NJ,644.8183067,2012,376454,2324
40.48226131,-74.27050251,Middlesex,NJ,415.0903401,2012,376454,2324
40.48226131,-74.26733668,Middlesex,NJ,366.9954275,2012,376454,2324
40.48226131,-74.26417085,Middlesex,NJ,269.1095288,2012,376454,2324
40.48226131,-74.26100503,Middlesex,NJ,452.6600224,2012,376454,2324
40.48226131,-74.2578392,Middlesex,NJ,524.8134181,2012,376454,2324
40.48226131,-74.25467337,Middlesex,NJ,371.0302153,2012,376454,2324
40.48226131,-74.25150754,Middlesex,NJ,286.3519821,2012,376454,2324
40.48226131,-74.24834171,Middlesex,NJ,613.8430658,2012,376454,2324
40.48226131,-74.24517588,Middlesex,NJ,434.6323465,2012,376454,2324
40.48226131,-74.24201005,Middlesex,NJ,418.8303793,2012,376454,2324
40.48226131,-74.23884422,Richmond,NY,306.3779579,2012,376454,2324
40.48226131,-74.23567839,Richmond,NY,336.8259502,2012,376454,2324
40.48226131,-74.23251256,Richmond,NY,373.4668636,2012,376454,2324
40.48226131,-74.22934673,Richmond,NY,325.8289204,2012,376454,2324
40.48226131,-74.2261809,Richmond,NY,383.1503961,2012,376454,2324
40.48226131,-74.22301508,Richmond,NY,380.5214843,2012,376454,2324
40.48226131,-74.21984925,Richmond,NY,545.9801982,2012,376454,2324
40.48226131,-74.21668342,Richmond,NY,396.1711124,2012,376454,2324
40.48226131,-74.21351759,Richmond,NY,445.2150955,2012,376454,2324
40.48226131,-74.21035176,Richmond,NY,421.1412447,2012,376454,2324
40.48226131,-74.20718593,Richmond,NY,397.9391289,2012,376454,2324
40.48226131,-74.2040201,Richmond,NY,756.1923725,2012,376454,2324
40.48226131,-74.20085427,Richmond,NY,689.5233124,2012,376454,2324
40.48226131,-74.19768844,Monmouth,NJ,320.959923,2012,376454,2324
40.48226131,-74.19452261,Monmouth,NJ,307.7831144,2012,376454,2324
40.48226131,-74.19135678,Monmouth,NJ,428.0219127,2012,376454,2324
40.48226131,-74.18819095,Monmouth,NJ,517.1734931,2012,376454,2324
40.48226131,-74.18502513,Monmouth,NJ,390.3838568,2012,376454,2324
40.48226131,-74.1818593,Monmouth,NJ,442.242657,2012,376454,2324
40.48226131,-74.17869347,Monmouth,NJ,221.8811387,2012,376454,2324
40.48226131,-74.17552764,Monmouth,NJ,312.8339844,2012,376454,2324
40.48226131,-74.17236181,Monmouth,NJ,338.6330117,2012,376454,2324
40.48226131,-74.16919598,Monmouth,NJ,413.0587194,2012,376454,2324
40.48226131,-74.16603015,Monmouth,NJ,586.2182148,2012,376454,2324
40.48226131,-74.16286432,Monmouth,NJ,288.0785188,2012,376454,2324
40.48226131,-74.15969849,Monmouth,NJ,378.2738784,2012,376454,2324
40.48226131,-74.15653266,Monmouth,NJ,515.9210732,2012,376454,2324
40.48226131,-74.15336683,Monmouth,NJ,351.0432257,2012,376454,2324
40.48226131,-74.15020101,Monmouth,NJ,466.6478402,2012,376454,2324
40.48226131,-74.14703518,Monmouth,NJ,426.6085921,2012,376454,2324
40.48226131,-74.14386935,Monmouth,NJ,414.1627279,2012,376454,2324
40.48226131,-74.14070352,Monmouth,NJ,463.8098989,2012,376454,2324
40.48226131,-74.13753769,Monmouth,NJ,465.8021216,2012,376454,2324
40.48226131,-74.13437186,Monmouth,NJ,304.8996476,2012,376454,2324
40.48226131,-74.13120603,Monmouth,NJ,445.1967876,2012,376454,2324
40.48226131,-74.1280402,Monmouth,NJ,345.9580404,2012,376454,2324
40.48226131,-74.12487437,Monmouth,NJ,325.7954151,2012,376454,2324
40.48226131,-74.12170854,Monmouth,NJ,274.33846,2012,376454,2324
40.48226131,-74.11854271,Monmouth,NJ,491.8140031,2012,376454,2324
40.48226131,-74.11537688,Monmouth,NJ,387.7941438,2013,378401,2971
40.48226131,-74.11221106,Monmouth,NJ,453.3404983,2013,378401,2971
40.48226131,-74.10904523,Monmouth,NJ,259.5471626,2013,378401,2971
40.48226131,-74.1058794,Monmouth,NJ,630.8973026,2013,378401,2971
40.48226131,-74.10271357,Monmouth,NJ,455.2180888,2013,378401,2971
40.48226131,-74.09954774,Monmouth,NJ,343.054261,2013,378401,2971
40.48226131,-74.09638191,Monmouth,NJ,330.736431,2013,378401,2971
40.48226131,-74.09321608,Monmouth,NJ,453.7716045,2013,378401,2971
40.48226131,-74.09005025,Monmouth,NJ,707.4028089,2013,378401,2971
40.48226131,-74.08688442,Monmouth,NJ,223.1158329,2013,378401,2971
40.48226131,-74.08371859,Monmouth,NJ,533.688447,2013,378401,2971
40.48226131,-74.08055276,Monmouth,NJ,361.454692,2013,378401,2971
40.48226131,-74.07738693,Monmouth,NJ,608.6949672,2013,378401,2971
40.48226131,-74.07422111,Monmouth,NJ,289.7496657,2013,378401,2971
40.48226131,-74.07105528,Monmouth,NJ,274.4579436,2013,378401,2971
40.48226131,-74.06788945,Monmouth,NJ,458.7213318,2013,378401,2971
40.48226131,-74.06472362,Monmouth,NJ,956.1841219,2013,378401,2971
40.48226131,-74.06155779,Monmouth,NJ,478.4956366,2013,378401,2971
40.48226131,-74.05839196,Monmouth,NJ,491.5892614,2013,378401,2971
40.48226131,-74.05522613,Monmouth,NJ,377.5180156,2013,378401,2971
40.48226131,-74.0520603,Monmouth,NJ,302.967377,2013,378401,2971
40.48226131,-74.04889447,Monmouth,NJ,435.5456668,2013,378401,2971
40.48226131,-74.04572864,Monmouth,NJ,584.0737147,2013,378401,2971
40.48226131,-74.04256281,Monmouth,NJ,568.6511488,2013,378401,2971
40.48226131,-74.03939698,Monmouth,NJ,376.083598,2013,378401,2971
40.48226131,-74.03623116,Monmouth,NJ,548.046689,2013,378401,2971
40.48226131,-74.03306533,Monmouth,NJ,655.1980416,2013,378401,2971
40.48226131,-74.0298995,Monmouth,NJ,703.0815677,2013,378401,2971
40.48226131,-74.02673367,Monmouth,NJ,,2013,378401,2971
40.48226131,-74.02356784,Monmouth,NJ,427.1662661,2013,378401,2971
40.48226131,-74.02040201,Monmouth,NJ,591.4020223,2013,378401,2971
40.48226131,-74.01723618,Monmouth,NJ,466.0264879,2013,378401,2971
40.48226131,-74.01407035,Monmouth,NJ,615.0639297,2013,378401,2971
40.48226131,-74.01090452,Monmouth,NJ,393.7173353,2013,378401,2971
40.48226131,-74.00773869,Monmouth,NJ,483.1688033,2013,378401,2971
40.48226131,-74.00457286,Monmouth,NJ,372.2419862,2013,378401,2971
40.48226131,-74.00140704,Monmouth,NJ,332.4078154,2013,378401,2971
40.48226131,-73.99824121,Monmouth,NJ,322.0822144,2013,378401,2971
40.48226131,-73.99507538,Monmouth,NJ,503.8992613,2013,378401,2971
40.48226131,-73.99190955,Monmouth,NJ,512.630722,2013,378401,2971
40.48226131,-73.98874372,Monmouth,NJ,364.624653,2013,378401,2971
40.48226131,-73.98557789,Monmouth,NJ,425.6422553,2013,378401,2971
40.48226131,-73.98241206,Monmouth,NJ,235.9975925,2013,378401,2971
40.48226131,-73.97924623,Monmouth,NJ,598.7047953,2013,378401,2971
40.48226131,-73.9760804,Monmouth,NJ,512.8402484,2013,378401,2971
40.48226131,-73.97291457,Monmouth,NJ,506.2275222,2013,378401,2971
40.48226131,-73.96974874,Monmouth,NJ,420.8221846,2013,378401,2971
40.48226131,-73.96658291,Monmouth,NJ,505.8348114,2013,378401,2971
40.48226131,-73.96341709,Monmouth,NJ,653.3116167,2013,378401,2971
40.48226131,-73.96025126,Monmouth,NJ,414.4356925,2013,378401,2971
40.48226131,-73.95708543,Monmouth,NJ,1290.472107,2013,378401,2971
40.48226131,-73.9539196,Monmouth,NJ,285.0095061,2013,378401,2971
40.48226131,-73.95075377,Monmouth,NJ,293.2983722,2013,378401,2971
40.48226131,-73.94758794,Monmouth,NJ,588.0747968,2013,378401,2971
40.48226131,-73.94442211,Monmouth,NJ,217.089069,2013,378401,2971
40.48226131,-73.94125628,Monmouth,NJ,747.3335378,2013,378401,2971
40.48226131,-73.93809045,Monmouth,NJ,753.0114133,2013,378401,2971
40.48226131,-73.93492462,Monmouth,NJ,484.4435522,2014,380348,3528
40.48226131,-73.93175879,Monmouth,NJ,620.4414066,2014,380348,3528
40.48226131,-73.92859296,Monmouth,NJ,254.9586616,2014,380348,3528
40.48226131,-73.92542714,Monmouth,NJ,544.5469286,2014,380348,3528
40.48226131,-73.92226131,Monmouth,NJ,423.9527269,2014,380348,3528
40.48226131,-73.91909548,Monmouth,NJ,456.2419958,2014,380348,3528
40.48226131,-73.91592965,Monmouth,NJ,888.1821435,2014,380348,3528
40.48226131,-73.91276382,Monmouth,NJ,691.8654115,2014,380348,3528
40.48226131,-73.90959799,Monmouth,NJ,428.7265327,2014,380348,3528
40.48226131,-73.90643216,Monmouth,NJ,630.3115352,2014,380348,3528
40.48226131,-73.90326633,Monmouth,NJ,728.9797158,2014,380348,3528
40.48226131,-73.9001005,Monmouth,NJ,358.3052387,2014,380348,3528
40.48226131,-73.89693467,Monmouth,NJ,409.9438352,2014,380348,3528
40.48226131,-73.89376884,Monmouth,NJ,694.4181461,2014,380348,3528
40.48226131,-73.89060302,Monmouth,NJ,553.5627523,2014,380348,3528
40.48452261,-74.28,Middlesex,NJ,567.3400105,2014,380348,3528
40.48452261,-74.27683417,Middlesex,NJ,496.5510012,2014,380348,3528
40.48452261,-74.27366834,Middlesex,NJ,428.9237927,2014,380348,3528
40.48452261,-74.27050251,Middlesex,NJ,647.6496335,2014,380348,3528
40.48452261,-74.26733668,Middlesex,NJ,464.1758437,2014,380348,3528
40.48452261,-74.26417085,Middlesex,NJ,597.200528,2014,380348,3528
40.48452261,-74.26100503,Middlesex,NJ,430.9396363,2014,380348,3528
40.48452261,-74.2578392,Middlesex,NJ,470.8535299,2014,380348,3528
40.48452261,-74.25467337,Middlesex,NJ,426.7863812,2014,380348,3528
40.48452261,-74.25150754,Middlesex,NJ,432.962723,2014,380348,3528
40.48452261,-74.24834171,Middlesex,NJ,317.2219194,2014,380348,3528
40.48452261,-74.24517588,Richmond,NY,716.3765096,2014,380348,3528
40.48452261,-74.24201005,Richmond,NY,642.8384782,2014,380348,3528
40.48452261,-74.23884422,Richmond,NY,528.7265414,2014,380348,3528
40.48452261,-74.23567839,Richmond,NY,1267.766203,2014,380348,3528
40.48452261,-74.23251256,Richmond,NY,220.1110872,2014,380348,3528
40.48452261,-74.22934673,Richmond,NY,642.2195926,2014,380348,3528
40.48452261,-74.2261809,Richmond,NY,300.1873092,2014,380348,3528
40.48452261,-74.22301508,Richmond,NY,478.4433518,2014,380348,3528
40.48452261,-74.21984925,Richmond,NY,654.8014999,2014,380348,3528
40.48452261,-74.21668342,Richmond,NY,379.9253617,2014,380348,3528
40.48452261,-74.21351759,Richmond,NY,650.963516,2014,380348,3528
40.48452261,-74.21035176,Richmond,NY,401.9350222,2014,380348,3528
40.48452261,-74.20718593,Richmond,NY,490.3635829,2014,380348,3528
40.48452261,-74.2040201,Richmond,NY,824.6586936,2014,380348,3528
40.48452261,-74.20085427,Richmond,NY,371.9242452,2014,380348,3528
40.48452261,-74.19768844,Richmond,NY,446.2392453,2014,380348,3528
40.48452261,-74.19452261,Richmond,NY,773.4061348,2014,380348,3528
40.48452261,-74.19135678,Richmond,NY,538.2046986,2014,380348,3528
40.48452261,-74.18819095,Richmond,NY,1045.201546,2014,380348,3528
40.48452261,-74.18502513,Monmouth,NJ,603.4509969,2014,380348,3528
40.48452261,-74.1818593,Monmouth,NJ,714.2220738,2014,380348,3528
40.48452261,-74.17869347,Monmouth,NJ,170.2925485,2014,380348,3528
40.48452261,-74.17552764,Monmouth,NJ,524.6293121,2014,380348,3528
40.48452261,-74.17236181,Monmouth,NJ,1119.838877,2014,380348,3528
40.48452261,-74.16919598,Monmouth,NJ,493.4556049,2014,380348,3528
40.48452261,-74.16603015,Monmouth,NJ,708.1930317,2014,380348,3528
40.48452261,-74.16286432,Monmouth,NJ,562.9112338,2014,380348,3528
40.48452261,-74.15969849,Monmouth,NJ,558.2711194,2014,380348,3528
40.48452261,-74.15653266,Monmouth,NJ,475.3931868,2014,380348,3528
40.48452261,-74.15336683,Monmouth,NJ,282.0254683,2014,380348,3528
40.48452261,-74.15020101,Monmouth,NJ,687.7829633,2014,380348,3528
40.48452261,-74.14703518,Monmouth,NJ,429.4883174,2014,380348,3528
40.48452261,-74.14386935,Monmouth,NJ,742.9797232,2014,380348,3528
40.48452261,-74.14070352,Monmouth,NJ,479.9237488,2014,380348,3528
40.48452261,-74.13753769,Monmouth,NJ,602.1158769,2015,382295,3739
40.48452261,-74.13437186,Monmouth,NJ,465.6862745,2015,382295,3739
40.48452261,-74.13120603,Monmouth,NJ,590.7928389,2015,382295,3739
40.48452261,-74.1280402,Monmouth,NJ,458.0042993,2015,382295,3739
40.48452261,-74.12487437,Monmouth,NJ,551.6956218,2015,382295,3739
40.48452261,-74.12170854,Monmouth,NJ,473.163815,2015,382295,3739
40.48452261,-74.11854271,Monmouth,NJ,453.3793771,2015,382295,3739
40.48452261,-74.11537688,Monmouth,NJ,1100.791194,2015,382295,3739
40.48452261,-74.11221106,Monmouth,NJ,598.6205415,2015,382295,3739
40.48452261,-74.10904523,Monmouth,NJ,301.6186471,2015,382295,3739
40.48452261,-74.1058794,Monmouth,NJ,485.8868856,2015,382295,3739
40.48452261,-74.10271357,Monmouth,NJ,631.6456863,2015,382295,3739
40.48452261,-74.09954774,Monmouth,NJ,790.1803691,2015,382295,3739
40.48452261,-74.09638191,Monmouth,NJ,414.3558565,2015,382295,3739
40.48452261,-74.09321608,Monmouth,NJ,694.3585667,2015,382295,3739
40.48452261,-74.09005025,Monmouth,NJ,453.4330813,2015,382295,3739
40.48452261,-74.08688442,Monmouth,NJ,612.1061563,2015,382295,3739
40.48452261,-74.08371859,Monmouth,NJ,772.7128362,2015,382295,3739
40.48452261,-74.08055276,Monmouth,NJ,574.2740565,2015,382295,3739
40.48452261,-74.07738693,Monmouth,NJ,536.5571019,2015,382295,3739
40.48452261,-74.07422111,Monmouth,NJ,,2015,382295,3739
40.48452261,-74.07105528,Monmouth,NJ,192.1652481,2015,382295,3739
40.48452261,-74.06788945,Monmouth,NJ,435.9007754,2015,382295,3739
40.48452261,-74.06472362,Monmouth,NJ,762.5272331,2015,382295,3739
40.48452261,-74.06155779,Monmouth,NJ,493.6155576,2015,382295,3739
40.48452261,-74.05839196,Monmouth,NJ,639.1464439,2015,382295,3739
40.48452261,-74.05522613,Monmouth,NJ,576.4579094,2015,382295,3739
40.48452261,-74.0520603,Monmouth,NJ,426.6849523,2015,382295,3739
40.48452261,-74.04889447,Monmouth,NJ,918.2882682,2015,382295,3739
40.48452261,-74.04572864,Monmouth,NJ,800.0388651,2015,382295,3739
40.48452261,-74.04256281,Monmouth,NJ,1132.837361,2015,382295,3739
40.48452261,-74.03939698,Monmouth,NJ,571.7557086,2015,382295,3739
40.48452261,-74.03623116,Monmouth,NJ,583.8486362,2015,382295,3739
40.48452261,-74.03306533,Monmouth,NJ,529.8473191,2015,382295,3739
40.48452261,-74.0298995,Monmouth,NJ,544.6002639,2015,382295,3739
40.48452261,-74.02673367,Monmouth,NJ,448.8691967,2015,382295,3739
40.48452261,-74.02356784,Monmouth,NJ,890.9095932,2015,382295,3739
40.48452261,-74.02040201,Monmouth,NJ,265.9298265,2015,382295,3739
40.48452261,-74.01723618,Monmouth,NJ,564.6874765,2015,382295,3739
40.48452261,-74.01407035,Monmouth,NJ,652.287969,2015,382295,3739
40.48452261,-74.01090452,Monmouth,NJ,438.4677874,2015,382295,3739
40.48452261,-74.00773869,Monmouth,NJ,357.8946922,2015,382295,3739
40.48452261,-74.00457286,Monmouth,NJ,910.1876902,2015,382295,3739
40.48452261,-74.00140704,Monmouth,NJ,616.5723883,2015,382295,3739
40.48452261,-73.99824121,Monmouth,NJ,,2015,382295,3739
40.48452261,-73.99507538,Monmouth,NJ,605.3433249,2015,382295,3739
40.48452261,-73.99190955,Monmouth,NJ,821.3009905,2015,382295,3739
40.48452261,-73.98874372,Monmouth,NJ,,2015,382295,3739
40.48452261,-73.98557789,Monmouth,NJ,793.2619916,2015,382295,3739
40.48452261,-73.98241206,Monmouth,NJ,717.0825412,2015,382295,3739
40.48452261,-73.97924623,Monmouth,NJ,439.7498835,2015,382295,3739
40.48452261,-73.9760804,Monmouth,NJ,996.9902205,2015,382295,3739
40.48452261,-73.97291457,Monmouth,NJ,417.3353789,2015,382295,3739
40.48452261,-73.96974874,Monmouth,NJ,2258.702832,2015,382295,3739
40.48452261,-73.96658291,Monmouth,NJ,677.8382318,2015,382295,3739
40.48452261,-73.96341709,Monmouth,NJ,302.2218727,2015,382295,3739
40.48452261,-73.96025126,Monmouth,NJ,481.4692443,2015,382295,3739
40.48452261,-73.95708543,Monmouth,NJ,963.5226062,2015,382295,3739
40.48452261,-73.9539196,Monmouth,NJ,340.9818352,2016,384242,4390
40.48452261,-73.95075377,Monmouth,NJ,88.40151095,2016,384242,4390
40.48452261,-73.94758794,Monmouth,NJ,986.8421053,2016,384242,4390
40.48452261,-73.94442211,Monmouth,NJ,851.4014053,2016,384242,4390
40.48452261,-73.94125628,Monmouth,NJ,661.0644258,2016,384242,4390
40.48452261,-73.93809045,Monmouth,NJ,581.3708751,2016,384242,4390
40.48452261,-73.93492462,Monmouth,NJ,1059.065602,2016,384242,4390
40.48452261,-73.93175879,Monmouth,NJ,566.701176,2016,384242,4390
40.48452261,-73.92859296,Monmouth,NJ,718.7768297,2016,384242,4390
40.48452261,-73.92542714,Monmouth,NJ,1026.791108,2016,384242,4390
40.48452261,-73.92226131,Monmouth,NJ,534.2262501,2016,384242,4390
40.48452261,-73.91909548,Monmouth,NJ,,2016,384242,4390
40.48452261,-73.91592965,Monmouth,NJ,945.5665025,2016,384242,4390
40.48452261,-73.91276382,Monmouth,NJ,531.8350322,2016,384242,4390
40.48452261,-73.90959799,Monmouth,NJ,175.0660692,2016,384242,4390
40.48452261,-73.90643216,Monmouth,NJ,571.5799833,2016,384242,4390
40.48452261,-73.90326633,Monmouth,NJ,647.7704472,2016,384242,4390
40.48452261,-73.9001005,Monmouth,NJ,518.1126505,2016,384242,4390
40.48452261,-73.89693467,Monmouth,NJ,403.3111322,2016,384242,4390
40.48452261,-73.89376884,Monmouth,NJ,445.9238283,2016,384242,4390
40.48452261,-73.89060302,Monmouth,NJ,704.566419,2016,384242,4390
40.48678392,-74.28,Middlesex,NJ,636.4307703,2016,384242,4390
40.48678392,-74.27683417,Middlesex,NJ,431.944602,2016,384242,4390
40.48678392,-74.27366834,Middlesex,NJ,1416.666667,2016,384242,4390
40.48678392,-74.27050251,Middlesex,NJ,924.5691159,2016,384242,4390
